Title,Author,Fandom,Url,Kudos,Summary
Midnight Meetings,coffeebuddha,Criminal Minds (US TV),https://archiveofourown.org/works/379003,"7,597","Summary: Fran's first meeting with her son's lover doesn't go exactly as planned. For starters, she didn't even know he had one."
Evidently Unaware,travelinthedark,Criminal Minds (US TV),https://archiveofourown.org/works/135922,"7,463","Summary: “So,” Reid says, eyeing Hotch warily, “I’m going to leave you here to freak out as you slowly realize that we’ve been dating for a while and you just didn’t know it.” Featuring oblivious!Hotch and aggressive!Reid."
Nice Earrings Agent Todd,wolfpawn,Criminal Minds (US TV),https://archiveofourown.org/works/555440,"7,000","Summary: Done for a prompt. Agent Todd is with the team while JJ is on maternity leave. She has her eye on the delectable Derek Morgan. The only problem is she is oblivious to the fact that the man is taken, and has annoyed the resident genius with her behaviour."
Colors,orangememesicle,Criminal Minds (US TV),https://archiveofourown.org/works/5281127,"6,706","Summary: But he can talk (almost all the time), feed himself (although he hangs a sign on his bathroom door prompting him to make himself dinner), and work like a functional adult. (He doesn’t need to ask for accommodations. He’ll be Just Fine.)"
Dumb and Ditzy,TimelessTears,Criminal Minds (US TV),https://archiveofourown.org/works/4790795,"6,607",Summary: AU. Years of being bullied for his smarts left him dreading when people figured out he was a genius. What better way to throw them off then by acting stupid? Enter: Dumb Blond Spencer Reid.
Chain Reaction,EloquentDossier,Criminal Minds (US TV),https://archiveofourown.org/works/4024918,"6,598","Summary: ""(Mon 12:20 pm) Which is why you text the stranger instead of talk to coworkers.  (Mon 12:20 pm) Yes. (Mon 12:28 pm) Is that weird?"" xxx A dialogue-only AU in which Hotch texts what he thinks is Rossi's new number but is actually the slightly eccentric stranger whom Hotch knows only as ""Spencer."" What follows is something neither man could have ever quite expected."
Only Interpretations,cjr2,Criminal Minds (US TV),https://archiveofourown.org/works/1865613,"5,901","Summary: A new case lands on the BAU's desk in which the victims all have a connection to Spencer Reid. Reid works the case in a desperate hope that he can solve it without revealing his connection to the victims, a connection he fears might ruin his relationship with the members of his team. Will the team be able to stop the killer in time when Reid's past comes back to haunt him?"
A Different Kind of Mask,aloneintherain,Daredevil (TV),https://archiveofourown.org/works/3831403,"36,477","Summary: “So, you remember the plan, right?” Matt whispered. The sirens in the distance picked up, the sounds of the police officers on foot growing louder. “You’re blind and I’m just a scared teenager,” Peter said back, nodding. “Got it.”"
Double Blind,smilebackwards,Daredevil (TV),https://archiveofourown.org/works/5093456,"30,327","Summary: Matt comes to, flat on his back, with Iron Man and Hawkeye hovering over him. “Oh fuck,” Stark says, less than comfortingly."
None So Blind,prettybirdy979,Daredevil (TV),https://archiveofourown.org/works/6256720,"24,891","Summary: They say when you assume you make an ass of you and me. Matt wishes that the Avenger's assumptions about his seeming inability to read the written word did something as benign as making an ass of him and them. Being called illiterate shouldn't hurt, not when he knows he's not, and it's not like he can tell them the truth. Not that the truth would make much difference. He's just going to have to grin and bear it. If he can."
Look the Devil in the Face,prettybirdy979,Daredevil (TV),https://archiveofourown.org/works/5113310,"21,945","Summary: It's increasingly becoming a world where the unbelievable happens every day. The Avengers team includes a defrosted World War Two solider, a giant green rage monster and a man who might be a God; and they battle aliens and magic on a regular basis. It's not too far fetched to believe the Devil walks Hell's Kitchen. Matt, on the other hand, hasn't realised exactly why his new battle buddies seem terrified of him. It's not like they've even heard the rumors about him being the Devil... right?"
How (Not) to Meet New People,aloneintherain,Daredevil (TV),https://archiveofourown.org/works/4059760,"20,318","Summary: “Why is there a teenager in our office?” Foggy stood in the threshold of the office, mouth slightly agape, most likely wondering if he’d walked into the wrong building. The kid waved at him, smile huge under a blooming black eye and spilt lip. “Foggy,” Matt said, far too calm for someone who was in the presence of a beaten, bloodied, teenage stranger. “This is Peter.”"
Take All The Courage,prettybirdy979,Daredevil (TV),https://archiveofourown.org/works/8141192,"19,912","Summary: When what should have been a straight forward mission in Hell's Kitchen goes pear shaped due to lack of communication, teaching his teammates sign language seems like a logical step to Clint. Communication when their comms are down - great plan! And including the local vigilante, who's been working closely with them on this, is a real no-brainer. Until it turns out said vigilante is an asshole that thinks sign language is beneath him, judging by the way he's stubbornly refusing to learn it. (Conversely - Matt's trying, he really is but damn it, those two signs are exactly the same... what do you mean they mean completely different things?!)"
Making Sense of Chaos,SparkedToLife,Daredevil (TV),https://archiveofourown.org/works/7936447,"18,521",Summary: Spider-Man always hit the attempted rapists the hardest. This was not due to some kind of personal connection. It wasn't.
Death Before Inaction,hppjmxrgosg,Daredevil (TV),https://archiveofourown.org/works/42361080,"17,914","Summary: “Fuck off, Nicky.” ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ “Hasn’t anyone ever told you spider-napping is illegal?” ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ “You can’t hold me here, I know my spider-rights.” ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ “God, you guys are so old. What are you? Like 27?” ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ “Scale of 1 to 10, how upset would you be if I told you I banged your mom?” ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~  Or, I got my grubby little hands on the spider-man time line and fucked around a little bit. Not much (everything) changes."
Encounters,Sonora,Daredevil (TV),https://archiveofourown.org/works/3915508,"15,245","Summary: Matt's not nearly as curious about the Avengers as they are about him. (Yup, it's another Matt-meets-the-team fic)"
Thorns for Flowers,Valkirin,Daredevil (TV),https://archiveofourown.org/works/7181687,"15,196","Summary: Hawkeye don't mind working with Daredevil, really. He's a good guy to know and clearly cares about Hell's Kitchen. Clint Barton would like Daredevil better if the guy was a little less ableist about Clint's hearing loss."
Hear My Voice (When I Cry Out Loud),QuackTracks,DC's Legends of Tomorrow (TV),https://archiveofourown.org/works/13967757,"5,649","Summary: “Welcome to the University of Central Florida Knights. I’m Ava Sharpe, your captain and, lucky for us both, your RA. You seem like the kind of person to need to be kept in line.” Or, “Sara grudgingly accepts her scholarship to play soccer at UCF, and Captain Ava Sharpe is a massive pain in her ass.”"
